1,5.7392e-08
5.9397e-05,4.1572
0.10723,0.98953
5.9881e-05,3.6688
8.2843e-05,2.1882
6.1995e-05,3.1823
6.8801e-05,2.573
9.5065e-05,1.6936
6.185e-05,3.3558
5.9397e-05,4.1572
0.00035031,1.1184
0.00017926,1.3941
0.4655,0.78331
6.2021e-05,3.0759
5.9845e-05,3.737
0.73671,0.46774
6.0903e-05,3.3668
0.012924,0.99983
0.00069802,1.0264
0.68714,0.52783
0.97489,0.049581
0.20201,0.95919
0.28358,0.92523
0.38269,0.85355
0.12844,0.9835
1,5.7392e-08
0.65389,0.57667
0.59357,0.64767
0.50135,0.74864
0.00011613,1.4769
6.0827e-05,3.4426
0.53292,0.716
0.94887,0.099654
7.0306e-05,2.2049
0.17737,0.96854
0.85346,0.2716
0.63022,0.60283
0.82637,0.32806
0.90433,0.18219
0.98761,0.024626
0.00011345,1.5624
0.86208,0.26336
0.070517,0.99503
0.35336,0.87514
0.77845,0.39687
0.00017926,1.3941
0.92971,0.13564
0.24507,0.93994
6.3307e-05,2.6754
9.1434e-05,1.9535
0.38297,0.85334
0.44109,0.80553
0.9695,0.060075
0.7185,0.49062
0.42023,0.82341
0.76003,0.44771
0.15987,0.97444
0.56054,0.6858
0.76559,0.41388
0.4857,0.76457
0.00041546,1.0689
0.00025492,1.1457
0.8783,0.22859
0.00022663,1.2868
0.51367,0.73614
6.0118e-05,3.4796
0.79258,0.37182
8.3327e-05,1.9759
5.9513e-05,3.7849
0.8299,0.31126
