1,0
0.28078,2.3437
0.56583,0.9735
0.75325,0.88322
0.37267,1.1258
0.64264,0.95222
0.28078,1.4555
0.81764,0.76494
0.28078,2.3186
0.49561,1.046
0.74421,0.87774
0.28078,2.2165
0.28078,2.3418
0.28078,1.4771
0.65401,0.83853
0.56881,1.0182
0.77581,0.75364
0.71183,0.77329
0.28078,1.3759
0.50073,0.95728
0.35288,1.1011
0.42654,1.0335
0.28078,1.5364
0.73929,0.76106
0.66238,0.87737
0.56518,0.89223
0.28078,2.1503
0.81764,0.76494
0.56768,0.89636
0.60682,0.87169
0.28078,1.0936
0.81403,0.70603
0.5378,0.9221
0.72492,0.77842
0.50469,0.97126
0.28078,1.7981
0.38465,1.0354
0.52574,0.95313
0.28078,2.0273
0.67313,0.88917
0.28078,1.2611
0.28078,2.0282
0.79386,0.74823
0.28078,2.275
0.29044,1.316
0.44325,1.0048
0.82082,0.76838
0.28078,1.8283
0.28078,2.0007
0.58555,0.9167
0.28078,1.8972
0.4789,0.97074
0.56427,0.9217
0.28078,1.4832
0.48442,1.036
0.28078,1.8531
0.28078,1.723
0.72943,0.86352
0.28078,1.3414
0.28078,1.3515
0.28168,1.1685
0.36463,1.0286
0.28078,1.2476
0.28078,1.9969
0.28078,2.1797
0.78609,0.67614
0.28078,2.2707
0.75937,0.75264
0.28078,1.6832
0.91582,0.16127
0.28078,2.1595
0.28078,1.5936
0.28078,2.1504
0.42036,1.0661
0.28078,1.5921
0.51836,0.93947
0.28078,1.5003
0.28078,1.7959
0.56484,0.9411
0.67741,0.81941
0.68289,0.53366
0.28078,1.8267
0.3482,0.87875
0.80593,0.35047
0.54833,0.93619
0.28152,1.1067
0.28082,1.3148
0.93515,0.1255
0.65096,0.8735
0.28078,2.0495
0.9714,0.056391
0.37117,1.1043
0.39301,1.0539
0.28078,1.8149
0.32685,1.0728
0.92705,0.14058
0.73503,0.45974
0.28078,1.8931
0.28078,1.826
0.30989,1.2077
0.28078,1.5151
0.87759,0.22983
0.28085,1.196
0.61956,0.61615
0.29665,1.1093
0.63953,0.591
0.67783,0.80356
0.60397,0.82815
0.28078,1.7022
0.28078,2.1503
0.28078,1.2582
0.28078,1.3313
0.89577,0.1976
0.45387,1.0201
0.28078,1.6048
0.46937,0.77969
0.28078,1.5757
0.81695,0.7098
0.54605,0.70183
0.41617,0.99199
0.29854,1.3581
0.28078,1.9473
0.28078,1.7596
0.86379,0.25387
0.28078,2.0698
0.58874,0.65338
0.83182,0.30808
0.28078,0.92117
0.74515,0.44475
0.28078,1.7055
0.38672,0.85044
0.75516,0.42974
0.29687,1.0922
0.28078,1.9162
0.28078,1.8149
0.47207,1.0235
0.95597,0.086117
0.28078,2.1575
0.3812,1.0125
0.28078,2.3437
0.72791,0.47014
0.94,0.11639
0.28078,1.6664
0.42006,0.82355
0.28298,1.3291
0.79464,0.36854
0.57163,0.67324
0.28078,1.8242
0.28078,1.4309
0.41983,1.2207
0.34915,0.87809
0.76881,0.40893
0.63603,0.59546
0.75244,0.83254
0.28078,1.8572
0.3963,1.161
0.43188,0.81348
0.28078,2.02
0.52867,0.72051
0.28078,1.6423
0.64983,0.96132
0.89749,0.19451
0.36119,0.86954
0.29169,1.184
0.91067,0.17068
0.28078,1.601
0.28078,1.5298
0.28078,1.5977
0.59046,1.047
0.60781,0.63057
0.61597,0.62058
0.64868,0.57922
0.28078,1.758
0.40291,0.83766
0.56532,0.68042
0.3658,1.0358
0.82349,0.32187
0.69782,0.51304
0.28078,2.1052
0.33437,0.8882
0.55818,0.68844
0.59622,0.64452
0.30683,1.1211
0.98544,0.028899
0.28078,1.9306
0.99201,0.015913
0.81241,0.33999
0.5828,0.66035
0.81695,0.72994
0.437,0.95458
0.86379,0.25387
0.28078,1.7055
0.81695,0.7098
1,0
0.97189,0.05542
0.95597,0.086117
0.32316,1.0535
0.45748,0.79071
0.28078,1.667
0.67984,1.0151
