1,-1.4319,-3.6619,-3.7445,-1.2666,-1.3558,-3.9864,-1.0756,-1.4574,-2.7101,-3.1264,-1.354,-1.7032,-0.14693,-4.1903,-0.71711,-0.56261,-1.4282,-1.2882,-0.71457,-1.9322,-3.3565,-1.8323,-1.0443,-0.43852,-3.4056,-1.9874,-2.4945,-1.1896,-2.9581
5.9397e-05,3.6965,-8.1629,-5.0498,-3.0632,0.24612,-1.7265,-4.9837,0.92216,-3.5693,-0.70997,-1.3326,1.4888,0.92292,-7.6637,-2.1058,0.081967,-2.7853,6.4162,8.1842,-0.26434,-6.4266,-2.4819,4.0045,3.0162,-7.1577,4.6147,-1.6036,-4.5484,4.6947
0.10723,-0.83427,-5.6062,-3.8346,-2.0041,-0.60277,-2.4666,-2.9293,-1.355,-2.8635,-2.3496,-1.2134,-1.7396,-0.41219,-2.8309,-0.91295,-0.59819,-1.6492,-1.1083,0.0032752,-1.9721,-3.3248,-2.3321,-0.65553,-0.17611,-3.9525,-0.52895,-2.2742,-2.0837,-1.9912
5.9881e-05,2.287,-7.6416,-4.9719,-2.925,0.13322,-2.0783,-4.5637,0.55692,-2.9534,-0.81082,-1.305,1.0375,0.39351,-5.3186,-1.6622,-0.33678,-1.9975,1.3983,4.0364,-1.0538,-5.8072,-2.4261,0.51591,2.7194,-6.9545,2.5327,-1.6052,-3.4018,3.2165
8.2843e-05,0.46297,-5.7321,-4.4097,-2.7423,-0.066516,-2.0848,-3.8937,0.16994,-2.9675,-1.3465,-1.1729,-0.71717,0.11031,-4.5147,-1.4564,-0.3377,-1.9524,3.332,0.84414,-1.095,-5.5806,-2.3082,0.24119,1.1716,-6.3792,-0.17137,-1.9562,-3.2947,-0.35778
6.1995e-05,0.91542,-7.1647,-4.5482,-2.7361,-0.039323,-1.9992,-4.4765,0.087236,-3.1627,-1.0232,-1.3532,0.35162,0.43711,-6.7502,-1.9161,-0.65614,-2.4206,3.9153,7.7003,-1.1126,-5.8482,-2.4214,0.24057,1.6563,-6.5627,2.8372,-1.7171,-3.9233,1.6958
6.8801e-05,0.52883,-6.4658,-4.5351,-2.7238,0.082525,-1.9579,-4.5452,0.17569,-3.1095,-1.3237,-1.278,-0.63296,0.21258,-6.0177,-1.6061,-0.41516,-1.9899,3.2394,3.1157,-1.0942,-5.5223,-2.371,0.28731,2.1018,-6.3975,0.63788,-1.8951,-3.2699,0.14364
9.5065e-05,0.16217,-6.8895,-4.232,-2.5689,-0.1684,-2.1284,-3.845,-0.11196,-3.0604,-1.1769,-1.2921,-0.80311,0.048134,-4.8205,-1.53,-0.52821,-2.025,0.099076,3.5193,-1.4846,-5.7062,-2.3731,0.067391,0.85375,-5.9811,0.0045332,-1.8335,-3.0441,-0.37805
6.185e-05,2.2924,-7.5638,-4.6114,-2.7278,0.14405,-2.0389,-4.725,0.30802,-3.1244,-1.2363,-1.3051,0.45913,0.25652,-5.9643,-1.8193,-0.37394,-2.1209,3.289,3.2152,-1.073,-5.5409,-2.4011,0.42315,2.1762,-6.5095,2.3122,-1.882,-3.2968,1.5919
5.9397e-05,3.6965,-8.1649,-5.0498,-3.0632,0.24612,-1.7265,-4.9837,0.92216,-3.5693,-0.70997,-1.3326,1.4888,0.92292,-7.6637,-2.1058,0.081967,-2.7853,6.4162,8.1842,-0.26307,-6.4266,-2.4819,4.0045,3.0162,-7.1577,4.6147,-1.6036,-4.5484,4.6947
