0.16665,-1.8245,-2.0477,-0.87547,-5.4078,-0.33888,-5.4023,-3.0271,-2.3375,-2.8627
0.081458,-2.0039,-1.8601,-2.0853,-3.8818,-3.0296,-1.548,-1.7953,-4.4486,0.00010717
0.081458,-1.991,-1.8534,-2.0828,-3.8835,-3.0491,-1.5456,-1.7793,-4.3654,0.0027172
0.081458,-2.0066,-1.8625,-2.083,-3.8804,-3.0066,-1.5581,-1.7779,-4.4366,0.0017739
0.081458,-1.9898,-1.8615,-2.0842,-3.881,-3.0319,-1.5432,-1.7654,-4.4235,0.00087909
0.081458,-2.0032,-1.8616,-2.0849,-3.8823,-3.0359,-1.5461,-1.794,-4.4437,3.4348e-05
0.12409,-1.9127,-1.8877,-1.7902,-4.1391,-2.5079,-1.7282,-1.8387,-4.7454,-1.3899
0.081458,-2.0086,-1.8643,-2.0855,-3.8817,-3.04,-1.5503,-1.7504,-4.4553,0.00023246
0.081458,-2.0049,-1.8615,-2.0824,-3.8829,-3.0004,-1.5475,-1.8047,-4.4238,0.00012655
0.1087,-1.8987,-1.8728,-2.2158,-4.0755,-3.1367,-1.6764,-1.8748,-4.7591,-0.014826
0.091056,-1.8823,-1.8043,-2.2003,-3.9846,-3.1645,-1.7479,-1.7863,-4.4978,-0.0072831
0.1155,-1.9016,-1.7869,-2.1441,-3.9795,-3.1337,-1.8726,-1.8293,-4.0434,-0.1142
0.1263,-1.8668,-1.9577,-2.0438,-4.0148,-3.0046,-1.8096,-1.8229,-3.6346,-0.0147
0.13226,-1.867,-2.0196,-1.9655,-3.9776,-2.9064,-1.8617,-1.8145,-3.5364,-0.039309
0.081458,-2.0038,-1.8619,-2.0843,-3.8831,-3.0533,-1.5467,-1.764,-4.3826,0.00074126
0.12533,-1.8741,-1.8988,-2.1449,-4.0276,-3.2147,-1.8044,-1.843,-3.9186,-0.0035738
0.11141,-1.8526,-1.8822,-2.2348,-4.051,-3.1551,-1.678,-1.8611,-4.4889,-0.017369
0.081458,-1.9938,-1.8559,-2.0827,-3.8825,-3.0373,-1.5487,-1.8042,-4.3714,0.0010434
0.12057,-1.8793,-1.9241,-1.4825,-4.217,-1.46,-1.7349,-2.4755,-4.4424,-0.62376
0.10559,-1.9803,-1.8516,-2.1198,-3.975,-3.1474,-1.6101,-1.7746,-4.63,-0.0030843
0.10655,-1.9388,-1.7406,-2.133,-3.9702,-2.9932,-1.6308,-1.8172,-4.4647,-0.15245
0.081458,-1.991,-1.8534,-2.0828,-3.8835,-3.0491,-1.5455,-1.7791,-4.3654,0.0027172
0.12214,-1.8712,-1.8507,-1.6494,-4.9923,-0.75521,-3.5486,-1.9984,-4.6044,-0.54085
0.098259,-1.981,-1.8241,-2.1223,-4.0415,-3.0952,-1.584,-1.7825,-4.5144,-0.012677
0.081458,-2.0026,-1.8624,-2.0859,-3.8816,-3.0492,-1.5499,-1.7603,-4.4583,0.00020829
0.10205,-1.8603,-1.7389,-2.224,-4.081,-3.1768,-1.6564,-1.8428,-4.666,-0.010809
0.11948,-1.8945,-1.7511,-1.673,-4.2075,-3.0363,-1.671,-2.4014,-4.7257,-0.3607
0.1041,-1.8786,-1.9564,-2.151,-4.0741,-2.976,-1.7933,-1.8504,-4.0012,-0.18579
0.11718,-1.8881,-1.8347,-2.0661,-4.0202,-3.1465,-1.7046,-1.833,-4.6205,-0.001532
0.081458,-2.0035,-1.8615,-2.0852,-3.8823,-3.0354,-1.5476,-1.7948,-4.4461,-2.5588e-05
0.11196,-1.8521,-1.9082,-2.2756,-4.0586,-3.2546,-1.679,-1.8844,-4.7779,-0.0072002
0.081458,-2.0064,-1.8623,-2.0835,-3.8806,-3.0034,-1.5488,-1.7941,-4.4368,0.00043537
0.093656,-1.9078,-1.8767,-2.1096,-3.9661,-3.1248,-1.6409,-1.8026,-4.7118,-2.2464e-05
0.11251,-1.8981,-1.8638,-2.177,-4.0442,-3.1456,-1.8324,-1.8457,-4.1056,-0.073847
0.081458,-2.0038,-1.8619,-2.0843,-3.8829,-3.0533,-1.5467,-1.7638,-4.3824,0.00074126
0.12929,-1.8997,-2.037,-0.91823,-4.7795,-1.2557,-2.2708,-2.8792,-2.4007,-0.94166
0.11103,-1.9172,-1.8382,-2.107,-3.9237,-3.0874,-1.8042,-1.8114,-4.237,-0.034312
0.12693,-1.8924,-1.8801,-1.8348,-4.0821,-2.3256,-5.0359,-2.1898,-4.0166,-0.9927
0.095619,-1.9114,-1.8198,-2.199,-4.0145,-3.22,-1.6547,-1.8442,-4.683,-0.0028003
0.1148,-1.9154,-1.8587,-2.0748,-3.8836,-3.0934,-1.5994,-1.8148,-4.598,-0.001335
0.10328,-1.8828,-1.7589,-2.2664,-4.0902,-3.1663,-1.8293,-1.8517,-4.4816,-0.2239
0.091127,-1.9134,-1.9008,-2.1256,-4.0778,-1.9007,-1.717,-1.8067,-4.6242,-0.0057216
0.11328,-1.9009,-1.7925,-2.1468,-4.0109,-3.1349,-1.8607,-1.838,-4.0618,-0.088123
0.10638,-1.8806,-1.8871,-2.2024,-4.0581,-2.4229,-1.7131,-1.8266,-4.4548,-0.39609
0.081458,-2.0085,-1.863,-2.0845,-3.8811,-3.0261,-1.5542,-1.7678,-4.4412,0.00089483
0.096275,-1.9044,-1.8415,-2.078,-3.8979,-2.9981,-1.5762,-1.8538,-4.415,-0.10483
0.10121,-1.9732,-1.8133,-2.0906,-3.9023,-3.0854,-1.6259,-1.8362,-4.5755,-0.009578
0.1223,-1.8719,-1.8513,-1.8965,-4.0813,-1.4841,-2.3364,-1.8609,-4.1808,-0.37897
0.091988,-1.921,-1.8775,-2.1363,-3.9805,-3.0014,-1.6279,-1.8075,-4.7263,-0.83142
0.12356,-1.8741,-1.8777,-1.6496,-4.0852,-2.0994,-2.6634,-1.9665,-4.5194,-0.18864
0.10502,-1.8798,-1.8806,-1.7525,-4.0501,-2.648,-1.7218,-2.4234,-4.3437,-0.61319
0.10541,-1.9055,-1.8236,-2.2215,-4.071,-3.1766,-1.8478,-1.861,-4.5161,-0.0063687
0.107,-1.873,-1.8742,-2.2639,-4.0635,-3.1568,-1.6655,-1.9571,-4.3635,-0.45362
0.094633,-2.0061,-1.8442,-2.0983,-3.9282,-3.0665,-1.6266,-1.7908,-4.3745,-0.00055039
