1,-2.8946,-2.928,-1.3875,-4.3439,-1.371,-2.3672,-0.94603,-1.7558,-1.3106,-1.5306,-0.00078086,-2.9715,-1.6119,-1.1577,-2.7663,-2.0412,-0.32986,-1.2023,-1.5014,-2.5122,-1.2317,-1.8155,-1.8359,-1.2017,-2.787,-2.3515,-2.9703,-1.5842,-0.69036
1,-2.8953,-2.9281,-1.3877,-4.3444,-1.3716,-2.368,-0.94603,-1.7558,-1.3106,-1.5308,0.00016862,-2.972,-1.6119,-1.1583,-2.7669,-2.0412,-0.33007,-1.2023,-1.5021,-2.5122,-1.2317,-1.8159,-1.8359,-1.2025,-2.7876,-2.3523,-2.9704,-1.5842,-0.69087
1,-2.8953,-2.9281,-1.3877,-4.3444,-1.3715,-2.3678,-0.94603,-1.7558,-1.3106,-1.5307,0.0001813,-2.972,-1.6119,-1.1584,-2.7668,-2.0412,-0.33003,-1.2025,-1.5021,-2.5122,-1.2317,-1.8158,-1.8359,-1.2025,-2.7876,-2.3523,-2.9704,-1.5842,-0.69085
0.0069646,-0.983,-3.8935,-0.44778,-4.7352,-0.4261,-2.1447,-1.6778,-2.3463,-1.1467,-2.3318,-0.10385,-2.8266,-2.2304,-0.19517,-4.5698,-1.9835,0.16331,-0.061058,-4.0779,-1.3847,-0.26253,-0.51946,-0.53351,-0.29592,-2.1541,-2.3931,-3.1126,-2.1748,0.0052009
0.06512,-1.5773,-3.7151,-0.99113,-4.627,-0.58191,-2.1599,-1.5481,-2.2356,-1.1665,-2.0864,-0.090001,-2.8336,-2.0872,-0.4042,-4.5492,-1.9886,0.14805,-0.49786,-3.1964,-1.5003,-0.21451,-0.68579,-0.78961,-0.51008,-2.2685,-2.393,-3.0993,-1.993,0.084461
1,-2.8949,-2.9281,-1.3875,-4.3444,-1.3714,-2.3677,-0.94603,-1.7558,-1.3106,-1.5306,5.9958e-05,-2.9715,-1.6119,-1.1588,-2.7664,-2.0412,-0.32997,-1.2023,-1.5012,-2.5117,-1.2317,-1.8155,-1.8359,-1.2021,-2.7872,-2.3518,-2.9703,-1.5842,-0.69039
0.19822,-1.6308,-3.5696,-0.85819,-4.624,-0.6199,-2.1732,-1.4497,-2.1369,-1.1798,-2.0211,-0.097891,-2.8381,-2.0042,-0.61882,-4.3952,-1.9951,0.051447,-0.26031,-3.4808,-2.3411,-0.71548,-1.0223,-0.68325,-0.56957,-2.2788,-2.3672,-3.103,-1.8838,0.11249
0.66047,-1.2132,-3.6457,-0.81863,-4.6783,-0.51383,-2.2146,-1.5375,-2.227,-1.1945,-2.1595,-0.067238,-2.841,-1.8322,-0.3142,-4.356,-1.9927,0.076344,-0.41064,-3.3674,-1.5933,-0.36347,-0.64922,-0.86568,-0.56229,-2.254,-2.3927,-3.0848,-1.9566,0.055574
0.81416,-1.6271,-3.6532,-0.62377,-4.6287,-0.69581,-2.2204,-1.4728,-2.276,-1.203,-2.323,-0.064155,-2.9058,-2.129,-0.42738,-4.3897,-1.9944,0.040718,-0.29661,-3.5808,-1.6052,-0.39949,-0.94901,-0.81582,-0.57824,-2.304,-2.3885,-3.0701,-2.0089,0.016982
0.53413,-1.9352,-3.5372,-0.99073,-4.5223,-0.87975,-2.192,-1.3713,-2.1396,-1.2172,-1.9909,-0.066203,-2.8451,-1.9744,-0.6502,-3.7498,-2.0132,0.12653,-0.94886,-3.1184,-1.9962,-0.38278,-0.97318,-0.94588,-0.70803,-2.3057,-2.3793,-3.1016,-1.9271,-0.21705
