11,0.90909
15,0.66667
17,0.58824
14,0.71429
14,0.71429
14,0.71429
17,0.58824
15,0.66667
16,0.625
16,0.625
18,0.55556
20,0.5
15,0.66667
18,0.55556
16,0.625
15,0.66667
15,0.66667
17,0.58824
11,0.90909
12,0.83333
15,0.66667
17,0.58824
16,0.625
13,0.76923
14,0.71429
11,0.90909
13,0.76923
16,0.625
15,0.66667
22,0.45455
19,0.52632
10,1
8,1.25
9,1.1111
21,0.47619
23,0.43478
6,1.6667
7,1.4286
24,0.41667
25,0.4
1,10
2,5
3,3.3333
4,2.5
5,2
24,0.41667
25,0.4
23,0.43478
22,0.45455
8,1.25
6,1.6667
7,1.4286
2,5
4,2.5
9,1.1111
10,1
14,0.71429
21,0.47619
19,0.52632
11,0.90909
16,0.625
13,0.76923
5,2
15,0.66667
20,0.5
12,0.83333
3,3.3333
1,10
17,0.58824
18,0.55556
