0.40939,-1.8124,-1.7241,-1.249,-2.222,-1.7513,-3.2034,-2.0766,-0.35108,-0.72048,-1.7213,-2.8113,-2.7428,-0.8433,-2.8246,-0.89205,-0.96445,-1.1498,-1.7224,-3.0111,-1.7859,-1.6632,-1.3579,-1.7548,-0.51964,-2.2241,-1.5321,-1.9502,-2.4023,-2.0616
0.82342,-1.3136,-1.4495,-1.5498,-1.6116,-1.3034,-1.4354,-1.0958,-0.2974,-0.65681,-1.5546,-2.4961,-2.1325,-0.48766,-2.4598,-0.65977,-0.47026,-0.63384,-1.8867,-2.0351,-1.133,-1.3297,-1.1083,-1.0343,-0.39652,-0.50228,-2.7349,-2.089,-1.951,-1.8299
0.61867,-0.26071,-1.8088,-2.4686,-2.4177,-1.5801,-1.2474,-0.90081,-0.71567,-0.76128,-0.82428,-3.3941,-2.6935,-1.2036,-3.4281,-3.8351,-0.51628,-1.0031,-1.3851,-2.3416,-1.0198,-0.21056,-2.3676,-1.6032,-0.32947,-0.7836,-3.6437,-3.9289,-4.2907,-3.6313
0.18225,-1.2442,-1.5043,-1.487,-2.7572,-1.6948,-0.93704,-1.6991,-0.31978,-0.33906,-1.742,-3.6089,-2.1495,-1.7659,-2.5401,-3.3122,-0.5058,-1.0697,-1.7076,-1.2204,-1.3766,-0.93144,-1.2766,-2.3097,-0.37536,-0.52486,-3.8852,-2.297,-1.4861,-1.7517
0,-0.88914,-1.0688,-0.085811,0.040106,0.86313,0.38974,2.6942,0.070201,0.47909,0.32898,-1.3535,-1.2132,-0.69089,-0.61726,1.636,0.12706,1.6696,0.59359,0.081643,-0.96629,-1.2133,-0.23208,-0.47038,-0.49885,1.4566,0.64136,-0.91403,-0.90365,-2.5045
1.1048e-10,-0.77857,-1.0911,-0.12082,-0.083878,0.65967,0.13871,2.3121,-0.17424,0.22887,0.17663,-1.3648,-1.2898,-0.72613,-1.4036,1.5409,0.076296,0.57483,0.47231,-0.030945,-0.96667,-1.0999,-0.26893,-0.54668,-0.49336,1.0837,0.50503,-0.92084,-1.0089,-2.449
4.7856e-12,-0.87338,-1.1332,-0.22114,0.02806,0.55868,0.36045,2.6776,-0.0036388,0.39947,0.31311,-1.3623,-1.2254,-0.7756,-1.1662,1.6203,-0.043678,1.6538,0.40334,0.057747,-0.97335,-1.2021,-0.25223,-0.47365,-0.49777,1.4259,-0.082743,-0.95404,-0.9161,-2.4951
1.1777e-06,-0.90439,-1.392,-0.84672,-0.9307,-0.20981,-0.42732,0.34893,-0.30406,-0.072422,-0.24019,-1.4786,-1.6681,-1.3176,-2.2062,-0.50388,-0.15653,-0.38006,-0.39779,-0.7275,-1.0512,-0.96874,-0.9212,-1.6718,-0.426,0.14387,-1.9323,-1.5298,-2.516,-1.5202
0.6525,-1.4321,-1.6202,-1.4005,-1.9945,-1.8403,-2.1037,-1.7265,-0.44262,-0.60766,-2.2405,-2.4484,-2.1235,-0.32831,-3.3535,-2.6421,-0.48099,-0.83681,-1.9965,-2.264,-1.4393,-1.0981,-1.5887,-2.0887,-0.58011,-0.7657,-3.0603,-1.9607,-1.3442,-2.6756
1.9752e-08,-0.765,-1.423,-0.91946,-0.76187,-0.012508,-0.25787,0.71848,-0.1532,0.02203,-0.0025445,-1.4718,-1.5325,-0.83948,-2.1501,1.1484,-0.19099,0.18765,0.0074535,-0.63181,-1.0185,-1.0238,-0.42103,-0.85391,-0.46588,0.67919,-1.9015,-1.3346,-1.3747,-2.1035
